4,2,11,8,3,3103167
5,5,23,16,3,4248610
6,2,59,32,51,5277363
7,2,83,38,31,10397902
8,5,167,97,41,16743257
9,13,479,450,421,43374635
10,11,839,371,412,87832218
11,2,1907,1707,868,233263473
