1000281936, Too many states, 0.95 , 4214837,4206596,4206600,4214852,4214894,4210708,4214919,4214849,4214871,4210692,4210708,4214911,4210692,4214898,4214903,4214837,4206612,4210696,4214837,4214849,4206597,4214915,4214845,4210704,4214890,4206608,4214855,4214890,4206592,4214857,4214866,4214894,4206596,4214845,4214840,4214849,4214857,4210692,4210708,4214907,4214837,4206604,4214855,4214879,4214898,4214907,4214845,4214852,4214857,4214907,4206596,4206600,4214885,4214852,4214860,4214866,4214860,4214907
100052744, Wrong, 0.9 , 4214919,4214911,4214840,4206600,4206608,4214840,4206596,4214849,4214852,4214863,4214845,4214869,4214871,4214911,4214869,4210692,4214840,4206597,4214875,4214894,4214903,4206612,4214849,4214857,4214871,4214885,4210688,4214866,4206604,4214857,4214894,4214915,4214833,4206596,4206600,4214849,4214863,4214875,4214885,4214845,4214855,4214875,4210714,4214898,4214911,4214915,4214863,4214866,4214915,4214837,4214866,4206596,4214852,4214857,4214871,4210700,4206604,4214852,4214863,4214911,4214875,4214890,4214903,4214840,4206613,4214833,4206596,4206597,4206604,4210714,4206604,4214919,4206597,4214857,4206608,4206612,4214833,4206612,4214849,4214863,4214866,4214907,4210692,4210708,4214911,4214833,4214837,4214855,4214898,4214907,4214919,4214840,4214849,4214898
1004603981, No solution found, 0.85 , 4214788,4214807,4214831,4214863,4206612,4214869,4214840,4206604,4214845,4214857,4210693,4210696,4210708,4214915,4214849,4214852,4214860,4214863,4214879,4214885,4210696,4210708,4210713,4214894,4214915,4206600,4206612,4214863,4210696,4210700,4210708,4214903,4214919,4214863,4214911,4206596,4206604,4214849,4210700,4214907,4214915,4206592,4214857,4214866,4214882,4210713,4214898,4206592,4214852,4214885,4210693,4214890,4214833,4214837,4206604,4214857,4214869,4214903,4206596,4214852,4214860,4214890,4214915,4206592,4206596,4214845,4214849,4214860,4214894,4214915,4214840,4206597,4214919,4206592,4214849,4214860,4214903,4214907,4214833,4206596,4206613,4214852,4214915,4206600,4206612,4214882,4210688,4214907,4214915,4214833,4206592,4206596,4206608,4214845,4214849,4214863,4214866,4214894,4214903,4214840,4206592,4214857,4214866,4214837,4206600,4214855,4214860,4206596,4214855,4214857,4214919,4214833,4214840,4206596,4206600,4206604,4214849,4214860,4214863,4214866,4214869,4210696,4214840,4206596,4206608,4214845,4214863,4214907,4206596,4214871,4214833,4206596,4206600,4206608,4206612,4214849,4214852,4214863,4214869,4214898,4214915,4206596,4214869,4214871,4214894,4214833,4206608,4206613,4214852,4214869,4214907,4214903,4214837,4206592,4206608,4214857,4214875,4210714,4214894,4206592,4214849,4214875,4214882,4214885,4210696,4210704,4214898,4214907,4206604,4214833,4206592,4206604,4214849,4214879,4210692,4210693,4214903,4214907
1006476588, No solution found, 0.8 , 4214784,4214800,4214803,4214919,4214855,4214860,4214869,4206596,4206612,4214903,4214911,4214919,4214837,4206592,4206604,4206608,4206612,4214855,4214869,4214871,4214875,4210708,4214903,4214907,4214911,4214919,4214833,4206592,4206597,4206613,4214845,4214860,4214863,4214871,4214885,4210700,4210704,4214894,4206592,4206596,4206613,4214855,4210692,4210693,4214890,4206608,4214845,4214849,4214855,4214833,4206597,4214860,4214866,4214885,4210696,4210713,4214894,4214911,4206592,4206597,4206608,4214852,4214885,4210693,4214898,4214907,4214860,4214863,4214866,4214869,4210693,4210708,4210713,4214837,4214840,4206608,4206612,4214849,4214879,4210688,4210696,4210714,4206592,4206608,4206612,4214845,4214855,4214857,4214879,4210696,4210713,4214890,4214894,4214919,4206613,4214855,4214863,4214869,4210714,4214890,4214894,4214907,4214915,4214919,4214837,4206592,4210688,4210704,4214903,4214833,4214837,4206592,4206596,4214871,4210693,4214907,4214911,4214833,4214840,4206604,4206613,4214863,4214866,4214907,4210692,4210704,4210714,4214894,4214911,4206592,4206604,4214845,4210688,4214907,4214911,4206604,4214849,4214852,4214855,4206604,4214845,4214849,4214852,4214860,4214866,4214903,4214907,4206604,4214860,4214879,4210688,4210708,4214919,4214849,4214866,4214871,4214882,4210708,4214890,4214898,4214840,4206608,4214849,4214885,4206597,4214857,4214860,4214837,4206592,4206612,4206613,4214857,4214871,4214879,4214882,4210708,4214911,4214915,4214837,4214840,4206608,4214855,4214860,4214863,4214869,4214894,4214915,4214919,4214837,4206608,4214845,4214894,4214903,4206608,4214845,4210714,4214890,4214898,4214911,4206592,4206596,4206604,4214849,4214852,4214860,4214894,4214903,4214911,4206613,4214845,4214849,4214866,4214879,4210693,4210713,4210714,4214833,4206597,4214857,4214866,4214869,4210692,4210704,4214907,4206596,4206604,4214855,4214866,4214833,4214840,4214857,4214869,4214894,4214898
1007276375, No solution found, 0.75 , 4214789,4214792,4214837,4206592,4206596,4206600,4214845,4214857,4214863,4214869,4214919,4214833,4214837,4206604,4214845,4214863,4214898,4214903,4206597,4206604,4206608,4206613,4214845,4214852,4214860,4214875,4210693,4210700,4214898,4214833,4214840,4206596,4206600,4214845,4214879,4210693,4210696,4210704,4214890,4214898,4214837,4206592,4214860,4214863,4214866,4214871,4210688,4210692,4210693,4210714,4214919,4214837,4206592,4206597,4206600,4206608,4214863,4214869,4210692,4214890,4214907,4214911,4214840,4206592,4206596,4206597,4206613,4214860,4214866,4206596,4206608,4206612,4214849,4214852,4214855,4214857,4214907,4214911,4206612,4214845,4214852,4214857,4214860,4214894,4214915,4214919,4214833,4206604,4214855,4214857,4214866,4214833,4214837,4214840,4206592,4206596,4214845,4214849,4214852,4214860,4214903,4214840,4206596,4206597,4214852,4214855,4214857,4214911,4206592,4206596,4206600,4206608,4206612,4214852,4214869,4214871,4214879,4210688,4210692,4210704,4214894,4214907,4214915,4214919,4206597,4206612,4214863,4214869,4214903,4214907,4214911,4214919,4206592,4206600,4206604,4214866,4214907,4214919,4214840,4206592,4206597,4206613,4214860,4214869,4214875,4210688,4210700,4210713,4210714,4214833,4214837,4214840,4206597,4206612,4214852,4214857,4214860,4210693,4210713,4214837,4206608,4206612,4206613,4214852,4214857,4210688,4214898,4214911,4214915,4214919,4214833,4206597,4214857,4214898,4214915,4214919,4214837,4214845,4214869,4214879,4210713,4210714,4214890,4214894,4214915,4214840,4206592,4214898,4214911,4206613,4214849,4214869,4214915,4214840,4206592,4206600,4206608,4214857,4214860,4214863,4214866,4214907,4214840,4206592,4206613,4214852,4214857,4214871,4214875,4214882,4214894,4214898,4206597,4206600,4214849,4214855,4214866,4214915,4214833,4214840,4206592,4206596,4206600,4206608,4214849,4214855,4214857,4214866,4214882,4210708,4210713,4206604,4206612,4214903,4214833,4206608,4214852,4214863,4214871,4214875,4214882,4210714,4214907,4214915,4214840,4206592,4206600,4206612,4214849,4214860,4214863,4214833,4206592,4214845,4214863,4214871,4210692,4210693,4214915,4214833,4206597,4214871,4214875,4210692,4210693,4210696,4210714,4214890,4214903,4214911,4206596,4206604,4206608,4214852,4214866,4214871,4214882,4214885,4210693,4210700,4210708,4210713,4214894,4214903
1008765050, No solution found, 0.7 , 4214788,4214800,4214807,4214825,4214919,4214837,4214840,4206600,4206608,4206612,4206613,4214860,4214869,4214915,4206596,4206597,4206608,4206612,4206613,4214845,4214849,4214852,4214855,4214857,4214911,4206597,4214885,4210693,4210696,4214894,4214898,4214855,4214860,4214871,4214875,4214882,4214885,4210688,4210708,4214898,4206604,4206612,4214849,4214852,4214857,4214860,4214885,4210688,4210693,4210704,4210708,4214894,4214898,4214911,4214919,4206592,4206608,4206613,4214845,4214855,4214860,4214866,4214875,4214879,4214885,4210688,4210714,4214894,4214903,4214919,4206592,4206597,4206600,4206604,4214866,4214903,4214915,4214840,4206608,4214863,4214898,4214903,4214919,4214907,4214911,4206604,4206608,4214855,4214863,4214866,4214903,4214911,4214833,4214837,4214840,4206596,4206597,4206604,4214849,4214869,4214879,4214885,4210700,4210713,4214903,4214907,4214911,4214919,4206597,4206608,4214845,4214852,4214863,4214915,4214837,4214840,4206592,4206600,4206604,4206612,4214852,4214857,4214866,4214894,4214907,4214915,4214837,4206592,4206596,4206612,4214852,4214857,4214894,4214898,4214911,4214915,4214833,4206613,4214845,4214849,4214852,4214860,4214863,4214903,4214915,4214840,4206592,4206596,4206597,4206612,4214855,4214863,4214866,4214869,4214898,4214840,4206600,4206604,4214863,4214866,4214882,4210688,4210693,4210704,4210714,4214894,4214907,4214840,4206592,4206600,4206608,4214845,4214857,4214866,4214894,4214907,4214911,4206592,4206612,4214849,4214855,4214863,4214869,4214898,4214903,4214919,4206597,4214845,4214849,4214863,4214869,4214894,4214919,4214833,4214840,4206592,4206604,4206608,4214869,4214875,4214885,4210692,4210714,4214894,4214903,4214907,4206592,4206600,4206612,4214845,4214852,4214915,4214840,4206596,4214852,4214857,4214869,4214903,4214833,4214837,4206613,4214849,4214860,4214894,4214898,4214903,4214919,4214833,4206596,4214845,4214849,4214860,4214919,4214837,4206604,4206613,4214860,4214863,4214869,4214871,4214885,4210704,4210714,4214894,4214919,4214840,4206597,4206604,4214857,4214875,4210693,4214919,4214833,4206604,4214845,4214857,4214863,4214866,4214885,4210688,4210696,4210708,4210714,4214907,4214919,4214837,4206592,4206600,4206604,4206613,4214849,4214852,4214857,4214879,4210688,4210693,4210696,4210704,4210708,4210714,4214890,4214903,4214911,4214915,4214833,4206613,4214845,4214869,4214903,4214919,4206596,4206600,4214852,4214860,4214866,4214871,4210692,4210693,4210696,4210700,4210708,4214894,4214903,4214907,4214911,4214915,4214833,4214840,4206613,4214860,4214866,4214898,4214903
1010728701, No solution found, 0.65 , 4214788,4214789,4214796,4214800,4214803,4214807,4214814,4214828,4214840,4206597,4206612,4214855,4214863,4214840,4206596,4206604,4206608,4206612,4206613,4214860,4214894,4206596,4206612,4214845,4214849,4214852,4214855,4214860,4214882,4214885,4214911,4214837,4214840,4206596,4206597,4206600,4206604,4206608,4214857,4214860,4210708,4214898,4214907,4214911,4214919,4206596,4206612,4206613,4214852,4214855,4214860,4214863,4214866,4214882,4214885,4210693,4210700,4214903,4214915,4214919,4214833,4214837,4206597,4206604,4206613,4214852,4214863,4214871,4210693,4210696,4210700,4210714,4214890,4214907,4214915,4206596,4206600,4206608,4214869,4214898,4214919,4214837,4206597,4206604,4206612,4214845,4214849,4214863,4214869,4214894,4214903,4214845,4214863,4214869,4214903,4214919,4214833,4214837,4206592,4206597,4206604,4206612,4206613,4214849,4214855,4214898,4214911,4214915,4206592,4206604,4206613,4214855,4214860,4214863,4214869,4214879,4210713,4210714,4214898,4214911,4214915,4214840,4206597,4214845,4214849,4214860,4214882,4214885,4210688,4210696,4210700,4210704,4210708,4214907,4214911,4214919,4206596,4206597,4206604,4206608,4214866,4214871,4214882,4210688,4210692,4210696,4210700,4210708,4214898,4214833,4206600,4206608,4206612,4206613,4214852,4214855,4214875,4214885,4210693,4214890,4214898,4214919,4214833,4214840,4206596,4206604,4214866,4214869,4214871,4210704,4214907,4214915,4214833,4214840,4206596,4214845,4214866,4214869,4214903,4214919,4214833,4214840,4206612,4214845,4214849,4214852,4214903,4214911,4214915,4214833,4214840,4206596,4206604,4206612,4206613,4214852,4214879,4214882,4210692,4210693,4210696,4210704,4214890,4214898,4214837,4206592,4206600,4214849,4214866,4214869,4210704,4210708,4210714,4214890,4214903,4214837,4214840,4206596,4206600,4206613,4214845,4214849,4214855,4214866,4214869,4214879,4214882,4214885,4210688,4210700,4210704,4210708,4210713,4210714,4214898,4214907,4214911,4214919,4214833,4206597,4206604,4206612,4214852,4214879,4210692,4210708,4214894,4214903,4214919,4214837,4214840,4206604,4206613,4214845,4214860,4214866,4214869,4214871,4210693,4210704,4210708,4210714,4214903,4214833,4214840,4206592,4206596,4206597,4206600,4206612,4206613,4214845,4214852,4214857,4214860,4214863,4214866,4214875,4210688,4210692,4214890,4214898,4214907,4214919,4214833,4206600,4206604,4206612,4214852,4214857,4214894,4214837,4206592,4206597,4206612,4214849,4214863,4214869,4214879,4214882,4210692,4210704,4210708,4214890,4214894,4214907,4214911,4214840,4206592,4206596,4206613,4214852,4214857,4214863,4214882,4210692,4210714,4214890,4214907,4214915,4214919,4214840,4206592,4206597,4206608,4214855,4214863,4214866,4210688,4210696,4210704,4210708,4210714,4214903,4214845,4214849,4214855,4214857,4214866,4214869,4214871,4210704,4210708,4210713,4214894,4214898,4214907,4214915,4214833,4206592,4206608,4214849,4214852,4214857,4214860,4214871,4214875,4214879,4210688,4210696,4210700,4214911,4214833,4214837,4206592,4206613,4214857,4214875,4214882,4210688,4210714,4214898,4214903,4214907,4214919,4214840,4206597,4206613,4214852,4214855,4214863,4214911,4214833,4214855,4214860,4214863,4214871,4214875,4214885,4210688,4214894,4214898
1011423413, No solution found, 0.6 , 4214784,4214789,4214796,4214803,4214833,4206592,4206597,4214849,4214852,4214855,4214857,4214863,4214866,4214869,4214898,4214907,4214911,4214915,4214833,4214840,4206592,4206608,4206613,4214849,4214852,4214863,4214833,4206604,4206612,4206613,4214845,4214855,4214857,4214863,4214866,4210688,4210693,4210700,4210708,4210713,4214898,4214903,4214919,4214833,4206592,4206596,4206597,4206604,4206612,4214845,4214852,4214855,4214857,4214860,4214869,4214875,4214879,4210688,4210693,4210696,4210700,4210704,4210708,4214898,4214837,4206592,4206596,4206597,4206600,4206612,4214857,4214875,4214879,4214885,4210692,4210708,4210714,4214903,4214919,4214840,4206600,4206604,4206613,4214845,4214852,4214866,4214869,4214875,4214885,4210696,4210700,4210714,4214890,4214907,4214919,4214840,4206592,4206600,4206612,4206613,4214852,4214855,4214857,4214860,4214869,4214898,4214911,4214915,4214919,4206596,4214863,4214869,4214894,4214898,4214915,4214919,4214837,4206608,4206612,4206613,4214845,4214855,4214857,4214866,4214869,4214898,4214837,4214840,4206592,4214845,4214849,4214852,4214860,4214869,4214871,4214875,4210692,4210700,4210708,4210714,4214890,4214894,4214898,4214911,4214915,4214833,4206597,4206600,4206612,4214845,4214849,4214855,4214857,4214898,4214907,4214911,4206592,4206600,4206608,4214845,4214849,4214852,4214855,4214860,4214898,4214911,4214833,4214840,4206596,4206600,4206604,4206608,4206612,4214852,4214860,4214863,4214866,4214875,4214882,4210692,4210696,4210700,4210714,4214894,4214907,4214919,4214833,4214840,4206596,4206600,4206604,4206612,4214855,4214863,4214869,4214894,4214898,4214903,4214833,4206592,4206596,4206600,4206604,4206613,4214852,4214857,4214903,4214911,4214919,4206592,4206596,4206597,4206600,4206604,4206608,4206612,4206613,4214845,4214857,4214879,4210693,4210708,4210714,4214903,4214907,4214911,4214915,4214919,4214833,4206592,4206596,4206597,4206604,4206608,4206612,4214845,4214852,4214860,4214866,4214915,4214833,4206596,4206597,4206608,4206612,4214860,4214863,4214866,4214915,4214919,4214833,4206597,4206600,4206604,4214852,4214855,4214857,4214866,4214898,4214911,4214915,4214837,4206600,4214852,4214857,4214863,4214869,4214875,4214879,4210693,4210704,4214894,4214840,4206596,4206604,4206608,4206612,4206613,4214849,4214855,4214857,4214863,4214869,4214875,4214882,4210692,4210714,4214890,4214898,4214911,4214837,4206592,4206613,4214849,4214855,4214857,4214863,4214866,4214898,4214911,4214833,4206612,4214849,4214852,4214869,4214894,4214907,4214911,4214833,4214840,4206592,4206613,4214849,4214852,4214863,4214866,4214894,4214898,4214915,4214833,4206597,4206600,4206604,4206613,4214855,4214863,4214869,4214875,4214882,4210693,4210700,4214890,4214915,4214919,4214837,4214840,4206592,4206596,4206597,4206608,4206613,4214852,4214857,4214860,4214869,4214898,4214915,4214919,4214833,4214837,4214840,4206608,4206612,4214849,4214855,4214857,4214860,4214863,4214869,4210696,4214890,4214903,4214907,4214911,4214915,4214919,4206592,4206604,4206608,4206612,4214852,4214863,4214869,4214882,4210696,4210704,4210713,4214894,4214903,4214915,4214919,4206596,4206597,4206608,4214845,4214852,4214855,4214866,4214894,4214907,4214911,4214833,4214840,4206596,4206604,4206612,4214849,4214852,4214857,4214871,4214879,4210688,4210696,4210704,4210713,4214894,4214833,4206596,4206597,4206608,4214845,4214863,4214898,4214915,4214919,4214840,4206597,4206608,4214845,4214855,4214857,4214869,4214871,4214875,4214882,4210688,4210700,4210713,4210714,4214894,4214907,4214911,4214921
1011958217, No solution found, 0.55 , 4214792,4214796,4214800,4214803,4214814,4214915,4206592,4206604,4206608,4206612,4214855,4214860,4214863,4214894,4214898,4214903,4214907,4214915,4206596,4206597,4206600,4206612,4206613,4214852,4214855,4214869,4214894,4214915,4206592,4206600,4206608,4214845,4214849,4214852,4214857,4214860,4214863,4214875,4214879,4214882,4210688,4210692,4210693,4210700,4210708,4210713,4210714,4214894,4214915,4214840,4206596,4206600,4206608,4206612,4214845,4214866,4214869,4214875,4214879,4210688,4210692,4210696,4210704,4210708,4210713,4214890,4214894,4214898,4214915,4214840,4206600,4206612,4214849,4214852,4214855,4214860,4214863,4214866,4214885,4210688,4210693,4210704,4210714,4214890,4214898,4214907,4214837,4214840,4206604,4206613,4214849,4214852,4214875,4214879,4210692,4210700,4210708,4210714,4214890,4214894,4214898,4214903,4214915,4214837,4206604,4206608,4214849,4214855,4214857,4214860,4214866,4214903,4214919,4214833,4206596,4206600,4206604,4206608,4206612,4214845,4214852,4214860,4214863,4214866,4214907,4214915,4214919,4206604,4214845,4214849,4214852,4214863,4214866,4214898,4214907,4214911,4214915,4214919,4214837,4214840,4206597,4206600,4206608,4206612,4206613,4214845,4214849,4214857,4214866,4214871,4214879,4210688,4210704,4210708,4214903,4214915,4214840,4206592,4206600,4206608,4206612,4214849,4214855,4214857,4214860,4214863,4214898,4214903,4214907,4214911,4214915,4214833,4214837,4214840,4206592,4206596,4206600,4206604,4206608,4206612,4214845,4214852,4214855,4214857,4214863,4214869,4214875,4214879,4210688,4210692,4210700,4210714,4214890,4214837,4206592,4206604,4206612,4214845,4214852,4214857,4214863,4214869,4214907,4214915,4206592,4206597,4206604,4206608,4206612,4214845,4214849,4214860,4214907,4214915,4214919,4214833,4214840,4206597,4206600,4214845,4214852,4214855,4214857,4214866,4214869,4214903,4214911,4214915,4214919,4214837,4206608,4214855,4214857,4214860,4214863,4214875,4214882,4210688,4210700,4210704,4210708,4210714,4214898,4214911,4214919,4214840,4206597,4206604,4206608,4206612,4214845,4214849,4214855,4214857,4214860,4214863,4214866,4214894,4214898,4214903,4214837,4206596,4206597,4206600,4206613,4214845,4214863,4214875,4214879,4210693,4210696,4210700,4210704,4210708,4214894,4214898,4214903,4214907,4214911,4214915,4214919,4214840,4206592,4206596,4206600,4206608,4206612,4214855,4214866,4214894,4214898,4214907,4214911,4214915,4214919,4214833,4214840,4206608,4214849,4214855,4214869,4214898,4214903,4214907,4214911,4206597,4206604,4214845,4214849,4214857,4214860,4214863,4214898,4214907,4214919,4214833,4214840,4206600,4206608,4206612,4214852,4214855,4214863,4214869,4214894,4214898,4214903,4214915,4214833,4206604,4206612,4206613,4214845,4214852,4214855,4214863,4214869,4214894,4214903,4214833,4214837,4206592,4206596,4206600,4206608,4206612,4206613,4214845,4214855,4214857,4214866,4214869,4214871,4214882,4214885,4210696,4210700,4214898,4214837,4206592,4206596,4206597,4206612,4206613,4214852,4214866,4214871,4214882,4210693,4210700,4210708,4210713,4210714,4214894,4214898,4214911,4206612,4206613,4214845,4214855,4214860,4214863,4214866,4214882,4214885,4210688,4210700,4210713,4210714,4214898,4214903,4214907,4214911,4214915,4206596,4206600,4214852,4214863,4214915,4214833,4214840,4206600,4206604,4206613,4214845,4214852,4214855,4214860,4214863,4214894,4214898,4214903,4214907,4214837,4206592,4206597,4206600,4206604,4206612,4206613,4214845,4214849,4214852,4214855,4214871,4214885,4210696,4210700,4210708,4214898,4214907,4214911,4214915,4214919,4214837,4206596,4206597,4206600,4206608,4206612,4214845,4214849,4214855,4214860,4214863,4214903,4214907,4214915,4214840,4206592,4206600,4206604,4214845,4214855,4214857,4214863,4214869,4214894,4214903,4214911,4214915,4214919,4214833,4214840,4206600,4214849,4214855,4214866,4214869,4214871,4214882,4214885,4210688,4210692,4210700,4214894,4214898,4214903,4214907,4214911,4214925
1012695716, No solution found, 0.5 , 4214784,4214788,4214789,4214796,4214831,4214915,4214919,4214833,4206597,4206604,4206613,4214849,4214857,4214863,4214866,4214894,4214898,4214903,4214911,4214919,4206600,4214845,4214852,4214860,4214863,4214869,4214894,4214898,4214907,4214911,4214915,4214919,4214833,4214837,4206596,4206597,4206604,4206612,4206613,4214845,4214852,4214855,4214863,4214879,4214882,4210692,4210700,4210704,4210713,4210714,4214890,4214894,4214907,4214911,4214833,4206608,4206612,4214845,4214849,4214852,4214855,4214860,4214869,4214871,4214875,4214882,4210692,4210696,4210704,4214894,4214898,4214903,4214907,4214919,4214833,4214837,4206596,4206597,4206600,4206608,4206613,4214845,4214849,4214860,4214869,4214871,4214875,4214885,4210688,4210700,4210704,4210713,4210714,4214894,4214907,4214911,4214915,4214833,4214837,4214840,4206592,4206596,4206600,4214849,4214852,4214866,4214871,4214882,4214885,4210692,4210693,4210696,4210700,4214898,4214907,4214915,4214919,4214833,4214840,4206596,4206612,4214852,4214863,4214866,4214869,4214898,4214919,4214837,4206596,4206597,4206608,4206613,4214845,4214849,4214855,4214857,4214860,4214915,4206592,4206600,4206608,4214849,4214857,4214860,4214863,4214866,4214894,4214898,4214907,4214915,4214837,4206597,4206608,4206612,4214845,4214855,4214857,4214866,4214875,4214879,4214882,4210696,4210704,4210714,4214890,4214898,4214915,4214919,4214833,4206592,4206596,4206604,4206608,4206613,4214849,4214852,4214857,4214860,4214898,4214907,4214911,4214919,4214833,4214837,4206592,4206608,4206612,4214857,4214860,4214863,4214866,4214869,4214882,4214885,4210696,4210708,4214894,4214898,4214903,4214907,4214837,4214840,4206592,4206596,4206597,4206600,4206604,4206612,4206613,4214845,4214849,4214852,4214857,4214863,4214869,4210692,4210693,4210700,4210713,4214890,4214911,4214919,4214833,4206592,4206596,4206597,4206608,4206613,4214849,4214852,4214855,4214857,4214860,4214866,4214869,4214871,4214875,4214879,4214882,4214885,4210688,4210696,4210713,4214890,4214903,4214837,4214840,4206592,4206596,4206597,4206604,4206608,4214852,4214857,4214866,4214894,4214903,4214907,4214911,4214915,4214833,4214840,4206596,4206612,4206613,4214852,4214855,4214857,4214860,4214863,4214869,4214898,4214915,4214833,4214840,4206592,4206596,4206597,4206600,4206604,4206612,4206613,4214845,4214852,4214860,4214863,4214866,4214875,4214882,4210692,4210696,4210700,4210704,4210713,4214898,4214903,4214907,4214837,4214840,4206592,4206596,4206604,4206612,4214863,4214866,4214903,4214915,4214919,4214833,4206592,4206596,4206600,4206608,4206612,4206613,4214855,4214863,4214866,4214869,4214894,4214919,4214837,4214840,4206600,4214845,4214849,4214855,4214863,4214907,4214915,4214919,4214837,4214845,4214849,4214852,4214860,4214907,4214915,4214833,4206596,4206600,4206604,4206608,4206613,4214845,4214849,4214860,4214866,4214869,4214898,4214907,4214919,4214833,4214837,4206592,4206604,4206608,4206613,4214845,4214849,4214852,4214857,4214866,4214869,4214871,4214875,4214879,4214885,4210688,4210692,4210693,4210696,4210700,4210704,4210713,4214890,4214894,4214898,4214907,4214911,4214837,4206597,4206600,4206604,4206608,4206612,4206613,4214855,4214857,4214869,4214903,4214919,4206596,4206600,4206612,4214845,4214849,4214857,4214860,4214866,4214871,4214879,4210692,4210700,4210704,4210708,4210714,4214890,4214894,4214898,4214907,4214915,4214837,4214840,4206597,4206604,4206608,4206613,4214852,4214894,4214898,4214903,4206596,4206600,4206604,4206608,4206613,4214852,4214855,4214857,4214860,4214863,4214866,4214882,4214885,4210692,4210693,4210696,4210713,4214898,4214903,4214907,4214911,4214915,4214833,4214840,4206596,4206604,4206608,4206612,4214845,4214852,4214857,4214860,4214866,4214869,4214903,4214911,4214915,4214919,4206592,4206596,4206597,4206600,4206612,4206613,4214845,4214857,4214860,4214869,4214894,4214903,4214911,4214919,4214833,4206597,4206613,4214860,4214863,4214866,4214869,4214871,4214885,4210696,4210700,4210708,4210713,4214890,4214894,4214907,4214915,4214833,4214837,4214840,4206596,4206612,4214845,4214849,4214852,4214855,4214863,4214866,4214915,4214919,4214837,4214840,4206592,4206600,4206604,4206608,4214849,4214855,4214866,4214898,4214911,4214919,4214921,4214925,4214926
